Metal_Type,Concentration_mg_L,Frequency_Hz,Real_Impedance_ohm,Imag_Impedance_ohm,Magnitude_ohm,Phase_deg,Charge_Transfer_Resistance_ohm,Double_Layer_Capacitance_F,Temperature_C,pH,Conductivity_uS_cm,Target,regulatory_threshold_mg_L,exceedance_ratio,Contamination_Status_Regulatory,Safety_Status_Regulatory,Real_Impedance_abs,Imag_Impedance_abs,Impedance_real_imag_ratio,Impedance_magnitude_log1p,Frequency_log10,Charge_Transfer_Resistance_log1p,Capacitance_log10_abs,Conductance_proxy,Phase_rad,Phase_sin,Phase_cos,Temp_pH_interaction,Conductivity_pH_ratio,Rct_Cdl_product,Normalized_Rct_by_Z
Cu,1.1441686719973467,10,843.427749150142,-235.86554332636223,875.7870303704634,-15.62371046314623,938.8618628285644,1.866746574821571e-06,26.99285345233301,7.005687421286271,561.5023192610298,2,2.0,0.5720843359986734,Safe,Safe,843.427749150142,235.86554332636223,3.5758836888673167,6.776264124079859,1.0,6.845732910027491,-5.728682051351671,0.0011418301086005486,-0.2726851889601899,-0.26931837895177513,0.9630511984099226,189.10349389563305,80.14949646123183,0.0017526171666658221,1.072020742794453
Cd,0.1641310549887327,100,6088.044998761913,-1828.876228335619,6356.813680258457,-16.72050537089236,6533.022015448608,1.678893758991492e-06,29.818772002871903,6.628180910467156,496.29258352747695,0,0.003,54.7103516629109,Heavy contamination,Unsafe,6088.044998761913,1828.876228335619,3.3288447323190646,8.757439836269171,2.0,8.784777961523048,-5.774718183359091,0.00015731151647647228,-0.29182787131946736,-0.2877032929272925,0.9577195911323901,197.64421536300804,74.87613723229258,0.010968249889090686,1.0277196004243998
Cu,1.024216950469775,10,964.380547633702,-277.2625589305438,1003.4462453161066,-16.04011624729764,1144.9408107595627,1.0006309783122269e-06,21.55246255390352,6.360966016136265,530.9696124778255,2,2.0,0.5121084752348875,Safe,Safe,964.380547633702,277.2625589305438,3.4782213341391253,6.912191668951599,1.0,7.043981247388987,-5.999292252122854,0.000996565590500548,-0.27995284091798084,-0.2763103257645857,0.9610684699207797,137.0944818694297,83.47310943768733,0.0011456632435799354,1.1410086151627798
Cd,0.960851258469532,10000,1096.5854992106172,-337.88865582378503,1147.461764423287,-17.1255285645234,1108.6270806523164,3.8729519799251374e-06,23.80259283387522,7.500168149897324,437.8547000335751,0,0.003,320.28375282317734,Heavy contamination,Unsafe,1096.5854992106172,337.88865582378503,3.245404899829667,7.04617872982337,4.0,7.01177927448175,-5.411845766937194,0.0008714887336587877,-0.2988968595952715,-0.294466156781797,0.9556619080564832,178.52344865760523,58.37931779985358,0.004293659447011014,0.966156010617526
Pb,1.6062625391885104,100,631.8840418333548,-148.48883874827453,649.096585691581,-13.224215116015154,716.9851077344573,1.444388835383962e-06,33.78468988250598,6.40890265246506,506.70153250329736,1,0.01,160.62625391885103,Heavy contamination,Unsafe,631.8840418333548,148.48883874827453,4.255431230762737,6.4771209452224445,2.0,6.576448827516208,-5.84001530422564,0.0015406027732113362,-0.23080609476646835,-0.22876231676687508,0.9734823071979541,216.52278860070206,79.06213589144505,0.0010356052847482174,1.1045892453269335
Cd,0.4179262676518578,10000,2356.1849783593966,-723.1064089102588,2464.6481555900755,-17.061099727556243,2776.1903436272523,1.975356398783762e-06,30.04913920045649,7.375210201987587,463.5952098893243,0,0.003,139.3087558839526,Heavy contamination,Unsafe,2356.1849783593966,723.1064089102588,3.258420820674199,7.8102099953574715,4.0,7.929195027855664,-5.704134735827192,0.00040573742654970504,-0.29777236425696396,-0.29339133347296614,0.955992429595002,221.61871799215183,62.85857584120502,0.005483965359525784,1.1264043256354628
Cd,0.3668820231588897,1000,2820.193876638899,-803.9522144025034,2932.547129182109,-15.911252739419991,3273.61602325866,2.191505326091173e-06,20.201660659751244,6.698529811695278,505.28272207897567,0,0.003,122.29400771962989,Heavy contamination,Unsafe,2820.193876638899,803.9522144025034,3.5079123188078496,7.983967594090656,3.0,8.093955896389126,-5.6590593429611475,0.0003410004872721552,-0.2777037484198462,-0.2741480968548753,0.9616874861361407,135.3214261750954,75.43188374280979,0.007174146950548759,1.1163046590731378
Pb,1.0245548446187742,10000,978.4990620682534,-292.8519596786878,1021.3827317690952,-16.661753295329582,1014.5158580592248,3.2415194405470736e-06,23.069382088385296,7.023655521325109,556.1651666821856,1,0.01,102.45548446187742,Heavy contamination,Unsafe,978.4990620682534,292.8519596786878,3.341275445581804,6.929891193583427,4.0,6.923151996909564,-5.489117411420595,0.0009790649174839306,-0.29080245415851635,-0.2867210797381026,0.9580141034628961,162.03139287864596,79.18457346240592,0.0032885728766422727,0.993276884856894
Hg,0.3985940890315318,10000,2547.259920435966,-791.6881939221646,2667.4525860182,-17.26524076174837,2698.020186067653,2.591829109183077e-06,30.242558990433487,7.86773407970264,553.7826420182523,3,0.006,66.43234817192197,Heavy contamination,Unsafe,2547.259920435966,791.6881939221646,3.217503987034552,7.88925402758849,4.0,7.900644092081423,-5.586226106209641,0.0003748895126538539,-0.3013352974420429,-0.29679560119340126,0.9549410301752917,237.940412026451,70.38654793589515,0.006992807255413685,1.0114594726851625
Hg,0.3476167749816864,1000,2846.3198106688324,-826.5343561908776,2963.8987004568367,-16.19261182254473,3254.509361297089,3.6986959680926472e-06,31.465988038438613,6.074703269631626,470.8441356068552,3,0.006,57.9361291636144,Heavy contamination,Unsafe,2846.3198106688324,826.5343561908776,3.4436799745176803,7.994598145740879,3.0,8.088104028205601,-5.4318339637181055,0.00033739344730153193,-0.28261439080076534,-0.2788672757484866,0.9603296530445249,191.14654041929268,77.5089933829638,0.01203744065274932,1.0980501326831318
Cd,0.2666760110807211,10,3768.024380169088,-1127.889286282827,3933.210135711061,-16.664110623998702,3831.531084473809,1.2225546373148108e-06,32.59789359011063,7.000529014954924,538.8554234159278,0,0.003,88.8920036935737,Heavy contamination,Unsafe,3768.024380169088,1127.889286282827,3.3407750441392934,8.277465412802343,1.0,8.251280721469453,-5.912376632642782,0.00025424525146022027,-0.29084359730534415,-0.28676049521033864,0.9580023060445738,228.20249990398258,76.9735290272808,0.004684256095339302,0.9741485840496941
Pb,0.7611640030011265,1000,1329.3328143765525,-381.7773623453609,1383.0689374639524,-16.02378600277528,1545.1796940411482,1.495756777057758e-06,24.382652050730677,7.708845920655237,588.2579900788554,1,0.01,76.11640030011264,Heavy contamination,Unsafe,1329.3328143765525,381.7773623453609,3.4819581920903375,7.2327829452434464,3.0,7.343542453984945,-5.824848766766961,0.0007230297586126943,-0.2796678243834099,-0.276036394140557,0.961147183895307,187.9621077960312,76.30947564101076,0.0023112129991340806,1.117210901195808
Cd,0.1885560847420576,1000,5208.979374709409,-1538.2166940419706,5431.35127974406,-16.451922018646005,5957.933664065751,2.9968460141330677e-06,33.96542894416344,7.175948496740697,525.1338659849813,0,0.003,62.85202824735253,Heavy contamination,Unsafe,5208.979374709409,1538.2166940419706,3.386375531407342,8.60012733573083,3.0,8.692646828626911,-5.52319067866913,0.00018411624446558326,-0.28714020750672475,-0.28321068088132495,0.9590577199703553,243.7341687730226,73.17971500914707,0.01785500975362467,1.0969523710028581
Cu,2.3206054394026765,10000,531.6857826029133,-152.74662369797346,553.1919219160767,-16.028691323452982,609.2700790611098,2.3478591513873195e-06,28.294203403668384,6.553741033930313,429.6820246765274,2,2.0,1.1603027197013382,Low contamination,Unsafe,531.6857826029133,152.74662369797346,3.4808349260192943,6.317511056205858,4.0,6.41390161174056,-5.629143024775926,0.0018076908942099479,-0.2797534383801019,-0.2761186807806392,0.9611235477939136,185.4328818689922,65.56286285747271,0.0014304803307901022,1.1013719740333432
Cu,2.528745324443472,10,459.985252789279,-149.84039273304,483.7753363680383,-18.043041731368387,469.2071631977753,2.183253451005439e-06,30.448085335818394,6.7953622702900685,535.941725855819,2,2.0,1.264372662221736,Low contamination,Unsafe,459.985252789279,149.84039273304,3.06983480486288,6.183685559632684,1.0,6.153173370353549,-5.660696969453246,0.0020670751996277256,-0.31491048528711657,-0.3097313597215857,0.9508241082371742,206.90577029359264,78.86874966477289,0.001024398158288015,0.9698864905338002
Cd,0.3385417854925036,100,2933.9853512591817,-860.6813378243695,3057.6203830238,-16.348992109177303,3355.1651360997075,1.2681123161500908e-06,28.95108294169862,7.360531257457149,420.9808772698623,0,0.003,112.84726183083453,Heavy contamination,Unsafe,2933.9853512591817,860.6813378243695,3.408910153288907,8.025719238059672,2.0,8.118554272604074,-5.896499941242005,0.0003270517182419925,-0.2853437416877162,-0.2814873103943689,0.959564950426465,213.09535092960715,57.19436036443172,0.0042547262318054346,1.097312522747038
Hg,0.0594252324639107,1000,16772.755055305668,-5031.811406442608,17511.266035763598,-16.699196879566504,19053.2396346,4.582876698992007e-06,21.84110082011931,7.781623788627606,574.4220817586054,3,0.006,9.904205410651784,Moderate contamination,Unsafe,16772.755055305668,5031.811406442608,3.3333433430805672,9.770656830713826,3.0,9.855044908790978,-5.338767072905322,5.710609375459339e-05,-0.29145596798719847,-0.2873470939317604,0.9578265227111703,169.95922971165433,73.81776571160795,0.08731864796171931,1.0880560889022022
Hg,0.0869772503643923,10,11514.6373733269,-3440.674055625901,12017.699937853073,-16.636604168479295,13428.191606757931,3.767274344500203e-06,34.4467198907732,6.082132747493223,503.33209916038805,3,0.006,14.496208394065382,Moderate contamination,Unsafe,11514.6373733269,3440.674055625901,3.346622547548724,9.394219043991177,1.0,9.505186094612377,-5.423857486461611,8.321059813202191e-05,-0.29036351909097713,-0.28630054614598466,0.9581398631079446,209.50952309139788,82.75585554838187,0.050587681733172116,1.117367855429724
Cd,0.9710740313605274,1000,1034.1224889075131,-353.31135814808323,1092.8120780174024,-18.862901617944758,1042.725551669999,1.4864726272785976e-06,21.843133698412288,6.143077643780753,477.0281472623159,0,0.003,323.6913437868425,Heavy contamination,Unsafe,1034.1224889075131,353.31135814808323,2.926943799160725,6.997424193105686,3.0,6.950551852341028,-5.827551017485961,0.0009150704133992565,-0.3292197397129015,-0.3233047705595152,0.9462948934309322,134.18406629283052,77.65295749885334,0.0015499829903214285,0.9541673016286338
Cd,0.3659002997296783,1000,2750.768363643822,-816.2908747529495,2869.330476370515,-16.528262698877356,2763.4827827805943,1.2601838309485624e-06,23.823229346167757,6.650103047219175,411.4013189299385,0,0.003,121.96676657655944,Heavy contamination,Unsafe,2750.768363643822,816.2908747529495,3.3698384347037718,7.962182450685735,3.0,7.9246088377899175,-5.899221605776044,0.0003485133581631125,-0.28847260372997396,-0.2844882739981543,0.9586795199426924,158.42693006955147,61.86390134813133,0.003482496319964843,0.963110664852808
Cu,2.538446295676267,1000,403.52062926441465,-133.827905282225,425.13386888623376,-18.348138841644445,433.6238411970329,4.899490133724973e-06,32.2044182033447,6.465559368874958,476.156746918422,2,2.0,1.2692231478381335,Low contamination,Unsafe,403.52062926441465,133.827905282225,3.0152203937618904,6.054753543116187,3.0,6.074480924111144,-5.30976048084356,0.0023522002672180624,-0.32023543439975405,-0.3147900345668237,0.9491613319859896,208.2195778338026,73.64509699454368,0.002124535731692787,1.0199701151357836
Hg,0.3310986059844187,1000,3045.5603438572675,-880.6019104136096,3170.3150525933693,-16.126845877940976,3136.1890832415797,3.72469020175802e-06,29.27895442251652,6.5298617724448125,580.6413335831579,3,0.006,55.183100997403116,Heavy contamination,Unsafe,3045.5603438572675,880.6019104136096,3.4584984518411286,8.061901623937112,3.0,8.051082481554815,-5.42879326035245,0.0003154260644164271,-0.2814665585317456,-0.2777647949194397,0.9606491132059414,191.18752522074462,88.9209226364438,0.011681332749210379,0.989235779792654
Cd,0.4437456756876063,10000,2325.9083723483,-685.3107647467081,2424.768154038162,-16.417198298015304,2585.658598622282,2.669824284374966e-06,32.57223748064536,6.442539997251762,404.19659925726063,0,0.003,147.9152252292021,Heavy contamination,Unsafe,2325.9083723483,685.3107647467081,3.393946939100782,7.793903517764104,4.0,7.858122205414967,-5.573354683613448,0.00041241056318485833,-0.2865341642531763,-0.28262939844595236,0.9592291817569351,209.8479427690407,62.738702338975436,0.0069032541177047125,1.066352918861587
Cu,1.4113745243911102,10,736.9343158548842,-216.2831398394793,768.0173060962429,-16.35645694325639,872.1394928813052,3.80692416302314e-06,27.736042825610674,6.391650097710316,494.92963155636096,2,2.0,0.7056872621955551,Safe,Safe,736.9343158548842,216.2831398394793,3.4072665876702812,6.645113473928936,1.0,6.772095328735376,-5.419311709423209,0.0013020539928736768,-0.28547402762051133,-0.28161232581961654,0.9595282684457327,177.27908083641196,77.43378062203782,0.0033201689089765885,1.135572709048927
Hg,0.1046238881717329,10,9505.563838257876,-2841.9429516103583,9921.309571997215,-16.645444065473068,10249.810951872669,4.025327145920637e-06,25.654898530499523,6.261247933738583,586.2316182221244,3,0.006,17.437314695288816,Moderate contamination,Unsafe,9505.563838257876,2841.9429516103583,3.344741256283241,9.202540992938388,1.0,9.235112098692818,-5.39509094084927,0.00010079314557650614,-0.2905178043990556,-0.28644836964181725,0.958095679736395,160.63168041436316,93.62855844912337,0.041258842265127695,1.033110687403769
Pb,1.4225194520583,10,771.106227436544,-251.3006852884976,811.0221010662334,-18.05059875223152,901.4155269944964,4.119848809555118e-06,33.82768249321677,7.867908263590476,478.9681999530042,1,0.01,142.25194520583,Heavy contamination,Unsafe,771.106227436544,251.3006852884976,3.0684605039903974,6.699527557853137,1.0,6.805075086928321,-5.385013319079013,0.0012330120211077951,-0.31504238018282016,-0.30985676587372635,0.9507832479815127,266.15310262649507,60.87618002723809,0.003713695685802775,1.1114561807974324
Cu,2.549267561275576,1000,474.3002628401403,-109.82494504148102,486.849317431575,-13.037164886907624,474.3231122095674,2.911509222612231e-06,20.543784762721923,6.288378927812306,485.6351374924301,2,2.0,1.274633780637788,Low contamination,Unsafe,474.3002628401403,109.82494504148102,4.3186933775079765,6.190006582417129,3.0,6.163994809009511,-5.535732690747638,0.0020540236253663692,-0.22754145240193221,-0.22558303177022845,0.9742239453931278,129.18710319941206,77.22739723386113,0.0013809961156962915,0.9742708785357548
Hg,0.3397569140935088,10000,3100.8836310784086,-890.4376809551844,3226.198778307819,-16.021742472279985,3205.3924909783286,2.7195310324993923e-06,32.84195330529569,6.408807549531073,515.712011039824,3,0.006,56.626152348918126,Heavy contamination,Unsafe,3100.8836310784086,890.4376809551844,3.4824263363928702,8.079369788638838,4.0,8.072901749562247,-5.565346315828145,0.00030996230198940267,-0.2796321580479021,-0.2760021133670598,0.961157028490619,210.47775828432597,80.46926155507494,0.008717164350556092,0.9935508352831883
Hg,0.2886359599621212,1000,3408.397072871012,-1014.6608516503392,3556.220922584461,-16.577975754258954,3429.136173571684,1.0441123370756011e-06,23.462266777816723,6.4925314479615714,492.5874667154367,3,0.006,48.1059933270202,Heavy contamination,Unsafe,3408.397072871012,1014.6608516503392,3.359149086439984,8.176734879264755,3.0,8.140355240121693,-5.9808370255817085,0.0002811973782756374,-0.2893402602276091,-0.28531997132308107,0.9584323210139546,152.32950489543907,75.86986225445578,0.0035804033843384155,0.9642641017585086
Cu,1.0839024468632723,1000,934.736353211164,-248.6128345918765,967.2333697398544,-14.894202319564172,996.0825729774002,4.706228460567353e-06,32.731044916309514,7.866029746260841,433.7203382475105,2,2.0,0.5419512234316362,Safe,Safe,934.736353211164,248.6128345918765,3.7598073114039745,6.875473142662391,3.0,6.904833587974057,-5.327234723138919,0.0010338766540570498,-0.25995286993457145,-0.2570350055837538,0.9664020932844463,257.4633729378903,55.138405546780874,0.004687792154021399,1.0298265177144117
Pb,1.952733166391576,10,407.9978022810602,-133.78230465776875,429.37153108435024,-18.15429511916321,482.1056741007997,3.4132315135557723e-06,22.087949201253284,7.511428267202169,403.7111078139721,1,0.01,195.2733166391576,Heavy contamination,Unsafe,407.9978022810602,133.78230465776875,3.0497142602059224,6.064648861409765,1.0,6.1802354166803735,-5.466707033411449,0.0023289853369463857,-0.31685222320813433,-0.3115770258915633,0.9502208990211529,165.9120459948195,53.74625083261279,0.0016455382797048986,1.1228170458394156
Cu,2.597428383309149,1000,412.65363574090577,-139.73836204677133,435.6717031409117,-18.70782446519736,420.65516500009056,1.8126157487598728e-06,28.70328445535811,7.579398860631029,521.9623315957404,2,2.0,1.2987141916545746,Low contamination,Unsafe,412.65363574090577,139.73836204677133,2.9530447451490445,6.079181661371057,3.0,6.0441878354418686,-5.741454721614549,0.0022953062886305223,-0.3265131328028412,-0.32074234116961914,0.947166485144524,217.55364149730957,68.86592738087121,0.000762486176876347,0.9655324455696179
Hg,0.1817699165154341,100,5474.050398179818,-1641.396624479367,5714.841261195703,-16.691384257804753,6137.953934148725,4.678413677685747e-06,33.32161878517208,6.209516519076996,584.1613174015624,3,0.006,30.29498608590568,Heavy contamination,Unsafe,5474.050398179818,1641.396624479367,3.3349955254798895,8.650996767704672,2.0,8.722409637595584,-5.329808559852753,0.00017498298802976677,-0.29131961201424295,-0.28721648589342297,0.957865695299207,206.91114228891237,94.07516922015033,0.02871588763852644,1.0740375197864063
Cd,0.9819732964229656,1000,1114.529920893439,-325.66015550067374,1161.1337052413294,-16.28810278581825,1215.1710675555396,4.659727607081186e-06,27.10309470348336,7.672619750031343,421.2728266054331,0,0.003,327.3244321409885,Heavy contamination,Unsafe,1114.529920893439,325.66015550067374,3.422371149999991,7.05801299554399,3.0,7.103462733187073,-5.331546278358645,0.0008612272604654942,-0.28428102251578924,-0.2804674035648536,0.9598635504787071,207.9517397089163,54.90599564103333,0.005662366170814864,1.0465384495077874
Cd,0.6416934306726899,100,1519.6458098373662,-463.77347657607226,1588.8389550019604,-16.971415750955224,1804.8736671548204,4.956736657464384e-06,31.198500107050894,6.816386163634836,442.1905438505507,0,0.003,213.89781022422997,Heavy contamination,Unsafe,1519.6458098373662,463.77347657607226,3.276698402533211,7.371388003922198,2.0,7.498799779788676,-5.304716545589071,0.0006293904091734312,-0.2962070835789946,-0.29189457818618253,0.9564504980528321,212.66102445586165,64.87169787192353,0.00894628346807847,1.1359701758769236
Cu,2.164845316414493,1000,377.4676159948006,-102.48492099107052,391.13291878253386,-15.18999715258853,386.71701772424143,4.496226252555916e-06,32.07007426783338,6.5256460524247775,474.0458971649947,2,2.0,1.0824226582072465,Low contamination,Unsafe,377.4676159948006,102.48492099107052,3.6831527247213867,5.9716008608432025,3.0,5.960275737766293,-5.347055262806796,0.0025566756260508813,-0.26511546368123334,-0.2620206995362902,0.9650622534399079,209.2779535468563,72.64351962764006,0.0017387672074018659,0.9887099733946548
Hg,0.3866329307432894,10000,2562.869370785368,-762.7330215941421,2673.9598115790595,-16.573479549796325,2671.5493075464924,4.991137551280259e-06,31.04741313075169,7.151500167040621,561.7484458042239,3,0.006,64.43882179054823,Heavy contamination,Unsafe,2562.869370785368,762.7330215941421,3.360113300753008,7.891689635508487,4.0,7.8907880926996254,-5.301713456791379,0.00037397719878560695,-0.28926178665589336,-0.2852447588371658,0.9584547081401015,222.03558019074987,78.54973538483921,0.013334070068992072,0.9990985264538652
Cd,0.8305928092811238,10000,1105.184986991043,-351.521631603134,1159.7419165294152,-17.64409175430051,1111.7148550301597,1.9787447524930904e-06,33.87994605311897,7.644365811633468,453.8520632941956,0,0.003,276.8642697603746,Heavy contamination,Unsafe,1105.184986991043,351.521631603134,3.144002779992916,7.056814662869248,4.0,7.014558123510558,-5.703390799500867,0.000862260806259109,-0.3079474946365263,-0.3031033254838971,0.9529576979491811,258.9907013084489,59.370793394546425,0.002199799935659545,0.9585881472285339
Hg,0.3454153732991762,10,2932.620095185521,-869.410168206622,3058.779930506116,-16.51308437839363,3187.133541801184,4.368998340796937e-06,26.70251345779893,7.557304302149818,576.4108808557537,3,0.006,57.56922888319603,Heavy contamination,Unsafe,2932.620095185521,869.410168206622,3.373114557920823,8.026098274224937,1.0,8.06719092792902,-5.3595187279226835,0.00032692773678366904,-0.28820769206261,-0.28423429862859284,0.9587548505656239,201.79901983283727,76.2720221039016,0.013924581156027639,1.0419623556483804
Cu,1.2561914927324,1000,692.8028229058697,-190.57028202133048,718.5351653301536,-15.380057518563586,731.2995063287727,4.292113235183059e-06,22.596881587477338,7.779994965162264,410.99157493001326,2,2.0,0.6280957463662,Safe,Safe,692.8028229058697,190.57028202133048,3.6354189937373818,6.578605399810167,3.0,6.596189591928837,-5.367227656415366,0.0013917203336027775,-0.2684326428450435,-0.26522053646987054,0.9641877758168448,175.80362497894157,52.8267147623552,0.0031388202899965624,1.0177643929114262
Cd,0.4044407553950485,100,2473.972904397783,-738.7624849675271,2581.920204206512,-16.626351691329358,2904.397646361684,1.923761436882935e-06,20.7171659555372,7.856264372030887,588.1913242517869,0,0.003,134.81358513168283,Heavy contamination,Unsafe,2473.972904397783,738.7624849675271,3.3488068963100903,7.856675899938246,2.0,7.974325543347481,-5.71562309112472,0.0003873086388844993,-0.29018457960822525,-0.28612909251181406,0.958191078239808,162.75953278593815,74.86908488860682,0.0055873681894441675,1.1248982991916872
Hg,0.4676376381467224,100,2034.5172667730092,-587.302217966669,2117.5892906855397,-16.101793282010398,2280.669772738317,1.3937501960039631e-06,23.696898044562577,6.476244142855499,512.149415574753,3,0.006,77.93960635778706,Heavy contamination,Unsafe,2034.5172667730092,587.302217966669,3.4641743288716977,7.658505717248052,2.0,7.732662810370526,-5.855503568886273,0.0004722351045115986,-0.2810293082465853,-0.27734472428151463,0.9607704741056579,153.4668971649423,79.08123971216676,0.0031786839427743433,1.0770123284855229
Cd,0.3021540506594667,1000,3293.5551711953085,-1012.4146272285316,3445.6478408470075,-17.08704303052125,3698.0635163239112,4.917682054710399e-06,22.14796255820363,6.847715788338544,531.7555356975408,0,0.003,100.7180168864889,Heavy contamination,Unsafe,3293.5551711953085,1012.4146272285316,3.2531682994427973,8.145157397342741,3.0,8.21583496289993,-5.308151249477171,0.0002902211851556746,-0.29822516031254576,-0.2938241729832902,0.9558594851601806,151.66295288934194,77.65444011643272,0.018185900591405336,1.073256376488487
Cu,1.7443340476750266,100,655.4535956244588,-187.2770702447006,681.6832967415808,-15.945768816741383,725.182151388851,2.1840982060824413e-06,28.36923112151721,6.02925707841014,473.5379045072706,2,2.0,0.8721670238375133,Safe,Safe,655.4535956244588,187.2770702447006,3.499913762878327,6.526031057655877,2.0,6.5878008805851715,-5.660529039516786,0.0014669568768642177,-0.2783061676139774,-0.2747273860748497,0.9615221595680884,171.04538754846087,78.54000887180584,0.001583869035931395,1.0638109439590633
Hg,0.2444345973248882,10000,4109.106288955319,-1256.137500814531,4296.816951521757,-16.998184586276505,4184.590848625554,4.4835671618712246e-06,22.77418005817598,7.75864331853012,556.3988571022121,3,0.006,40.739099554148034,Heavy contamination,Unsafe,4109.106288955319,1256.137500814531,3.2712233225164717,8.365862487073024,4.0,8.339403155425545,-5.3482794675100145,0.00023273041679041227,-0.2966742878922751,-0.2923414041107007,0.9563140192648981,176.69673994336895,71.71342130158766,0.018761894114764373,0.9738815722979701
Cd,0.495464490725007,100,1975.1334300599465,-614.8216561826456,2068.6125145738483,-17.290376742518646,2150.927685905391,1.0165086186984156e-06,20.58400560934057,6.309144302949536,433.3132500168812,0,0.003,165.154830241669,Heavy contamination,Unsafe,1975.1334300599465,614.8216561826456,3.2125306748628573,7.635116677709861,2.0,7.67411931751326,-5.992461903441995,0.00048341581275095644,-0.3017740030672022,-0.2972145106205664,0.9548107323844748,129.86746172205235,68.68019324674921,0.0021864365309198688,1.0397924554504887
Cu,2.225879164989051,10,447.7005112762616,-146.9287700576343,471.1940271986427,-18.169080606996737,537.1963081674176,1.0840992288784088e-06,20.53984743303002,7.722949624685389,409.7823650556974,2,2.0,1.1129395824945254,Low contamination,Unsafe,447.7005112762616,146.9287700576343,3.047058184027536,6.157389975690946,1.0,6.288223378676966,-5.96453054514831,0.00212226798786714,-0.3171102786523429,-0.31182222519067093,0.9501404632353779,158.62820702401433,53.060344158250345,0.0005823741034406254,1.1400745280241211
Cd,0.9487682539702368,10000,1054.8990099778127,-335.3109066648287,1106.9080022208525,-17.63341385985513,1231.115520381399,2.8634852347854738e-06,32.473542475472925,6.658774643973192,479.1033886215114,0,0.003,316.2560846567456,Heavy contamination,Unsafe,1054.8990099778127,335.3109066648287,3.1460325000079004,7.010228833373412,4.0,7.116487906241001,-5.542953412013677,0.0009034174457070865,-0.30776113022127394,-0.3029257228171405,0.9530141690739509,216.23400123566557,71.95068374677518,0.003525281114927371,1.112211238793314
Cd,0.3166234406492544,10000,3181.9573757612807,-965.547129103207,3325.226909502728,-16.88012652870033,3750.5471012308312,1.9548587357402543e-06,28.87174897164537,6.736267179962276,570.739142796208,0,0.003,105.5411468830848,Heavy contamination,Unsafe,3181.9573757612807,965.547129103207,3.2954966980362355,8.109593880367083,4.0,8.229923594213066,-5.7086625158592526,0.00030073135675100275,-0.29461378607906186,-0.2903702981423304,0.9569143587368382,194.4878150258043,84.72632208075183,0.007331789764646378,1.1279071183116882
Pb,0.6822520644513771,10000,1397.3910123065616,-423.5003099061922,1460.155523828129,-16.86021964535161,1627.464835407544,3.759365133743858e-06,25.371279528400677,6.078264508967719,550.9853673275389,1,0.01,68.2252064451377,Heavy contamination,Unsafe,1397.3910123065616,423.5003099061922,3.299622171735346,7.286982856344087,4.0,7.395393031242465,-5.424769982766229,0.0006848585535447541,-0.29426634542081626,-0.29003780966830855,0.9570151874253668,154.2133479045771,90.64846823036089,0.006118234558625307,1.1145832131221618
Pb,0.796205734789906,1000,1285.5851551413366,-368.9324568157733,1337.4753638149366,-16.012223879690072,1312.078929428436,3.262257302271817e-06,33.413420641103706,6.653757579530639,503.4311940977916,1,0.01,79.6205734789906,Heavy contamination,Unsafe,1285.5851551413366,368.9324568157733,3.484608446309211,7.199286456974758,3.0,7.180129986302916,-5.48634868148296,0.0007476773233017996,-0.27946602726705216,-0.2758424317913804,0.961202867673322,222.3248008487893,75.66118663097474,0.0042803390686849034,0.9810116619157437
Cu,2.773849800418539,1000,225.290205160698,-74.01024232232345,237.135388565179,-18.185905037046396,235.53857792503825,1.3099431898019655e-06,21.052949171115703,7.776727365602528,514.4275494330707,2,2.0,1.3869249002092694,Low contamination,Unsafe,225.290205160698,74.01024232232345,3.0440409068854035,5.472839371449793,3.0,5.466111314819773,-5.882416128210837,0.004217000280078076,-0.31740392035148096,-0.31210121260320034,0.9500488582655168,163.72304594565455,66.14961862264848,0.00030854215608854343,0.9932662490790779
Pb,1.468716218982809,10000,649.3724960383179,-226.5242629468872,687.7484135311878,-19.230591640901288,649.7779189449325,1.6505131852628682e-06,34.70483109091739,6.051094802243208,425.9785652597511,1,0.01,146.8716218982809,Heavy contamination,Unsafe,649.3724960383179,226.5242629468872,2.8666796553608416,6.534876057061477,4.0,6.478168445674214,-5.782117954661609,0.0014540200752541587,-0.33563714124022653,-0.3293708258574047,0.9442006455589887,210.00222302697867,70.39694123308715,0.0010724670227112783,0.9447901386028014
Cu,1.5718135784783205,1000,611.7940704850625,-160.73686421561553,632.5569730850739,-14.720649949148754,648.9312094315844,2.5521970802336573e-06,29.24437685381692,6.812654946093451,568.1363017235165,2,2.0,0.7859067892391602,Safe,Safe,611.7940704850625,160.73686421561553,3.806183935880347,6.451349929553338,3.0,6.476866525645403,-5.592915660889239,0.0015808852681226029,-0.2569238096461816,-0.25410654068309146,0.9671762331561257,199.23184861857666,83.39425761844961,0.0016562003379837857,1.0258857890153754
Pb,1.7239204084529258,100,611.7395251330963,-200.2636602122297,643.6853114773287,-18.12676664827235,625.0274132805728,1.7424162558217327e-06,22.751963809532725,6.062799259625482,557.3919365928393,1,0.01,172.39204084529257,Heavy contamination,Unsafe,611.7395251330963,200.2636602122297,3.054670650090735,6.468762308556683,2.0,6.439394161324316,-5.758598908917771,0.001553554170287553,-0.3163717607530494,-0.31112044448024234,0.9503704904017256,137.94058933946076,91.93639977704535,0.0010890579252342783,0.9710139444460757
