Metal_Type,Concentration_mg_L,Frequency_Hz,Real_Impedance_ohm,Imag_Impedance_ohm,Magnitude_ohm,Phase_deg,Charge_Transfer_Resistance_ohm,Double_Layer_Capacitance_F,Temperature_C,pH,Conductivity_uS_cm,Target
Cd,0.5133158898372623,1000,1990.356865525264,-597.7525975396316,2078.1791597475253,-16.71629124091646,2197.0674009504546,1.0596410566192315e-06,24.33436728711076,7.394282700984798,465.3916840540353,0
Pb,0.5779348663314026,100,1730.0207754697976,-520.7479271638023,1806.6959587054253,-16.752149190069286,2026.875713449952,1.5176120023942716e-06,22.1111504508673,6.709341653220621,525.9118111990293,1
Cu,2.572556398768066,10000,447.64403167603353,-96.69571851438988,457.9686027165922,-12.189196666399614,482.68364520063886,2.006657740181883e-06,22.34951271785778,7.7748149479379265,532.0238888526261,2
Cd,0.281227403922377,10000,3487.1710931146026,-1035.7362055272065,3637.7344213251727,-16.54211994814425,4106.97615096353,2.7181964940827025e-06,29.590863288545023,7.951663779565415,546.7472023452713,0
Cu,1.5172416697760776,10,685.0858898888166,-212.08189616417545,717.1620508681032,-17.200945429732514,718.0011383019289,2.9497618950391537e-06,33.09309928650689,7.11570769826039,579.4260932621874,2
Cd,0.2482357180890663,100,4121.870030662281,-1265.0813715410934,4311.640456519092,-17.062259416908308,4352.873152677142,1.5521104357515871e-06,26.14244417518328,7.131455822688585,486.5128998536863,0
Cd,0.3971935583843478,10000,2538.6494743380003,-753.7173779381052,2648.175039411575,-16.53599553440977,2565.6204032778605,3.693566316463324e-06,22.54280240494193,6.595027010227556,433.2864153324914,0
Cd,0.7810763551197715,10000,1294.1136382998457,-371.64761603829646,1346.421946991586,-16.023173105897204,1500.028299310447,3.3845522467861397e-06,31.34903747440782,7.169012071966629,463.7851430863779,0
Pb,1.279078789255906,100,782.2404714076603,-247.30517191257096,820.4023422460377,-17.544339722640643,847.4879683264012,2.177856395364641e-06,32.48734211629173,6.8792846410496935,486.4334510347972,1
Pb,0.8073219112260688,1000,1160.1191989993065,-342.2117045970312,1209.5393365451152,-16.434993378881448,1213.2797155209712,1.054639533741168e-06,33.2087366468145,6.604382053856104,542.7782938656226,1
Cu,2.755660156304081,10000,430.6680973269114,-136.47189509637403,451.7738241713189,-17.582583417708314,450.6330328949132,1.310591661413163e-06,29.102471433706,6.134370393047803,402.6244251123267,2
Cd,0.8916236694563763,10,1091.0065275377608,-330.9826062453083,1140.1073321257695,-16.8764135956929,1287.6931714984105,2.566779102043358e-06,32.91092839082127,6.50541571941825,463.1570766879758,0
Cd,0.8835205825414062,10000,1157.0597077518407,-396.8743534767988,1223.2319566420765,-18.93209556759484,1350.0379673556115,1.6158974046627357e-06,20.231224376726114,6.395709299355329,555.9685162038634,0
Pb,0.858194317072309,10,1087.085550995287,-330.5612933729087,1136.2331467877077,-16.913483003085155,1207.4326364955712,2.5072784245918835e-06,21.60853702654285,7.084083969107898,534.1715406661391,1
Cd,0.5061154097628893,10,1916.8609485422517,-555.6708985145144,1995.7770525542744,-16.16612680191208,2153.0606952006524,3.512730418041421e-06,21.38864100578148,7.203340043527188,546.3479947171211,0
Pb,1.9774844842113128,10000,577.4473389751436,-185.8622528038742,606.6219632578477,-17.841744645630857,632.22694667957,3.1889497115171345e-06,30.689070263820994,7.217143448612033,562.362153887839,1
Cd,0.7948112286789913,10000,1240.7952686937008,-371.1880532438039,1295.126816062272,-16.654729426365517,1337.9908673556297,1.924703532549577e-06,21.043726753153685,6.776362002091358,556.6471437755924,0
Cu,1.0543348424511196,10,1021.1290618079738,-321.45773267623053,1070.532407153644,-17.47432379323866,1208.0930715730467,2.37528996503501e-06,27.445465586994604,6.842459467370992,536.4366332305556,2
Cd,0.1586841321344428,100,6297.915792496126,-1882.1659042229824,6573.149307629611,-16.639057474321397,6456.135438343856,3.4561247937946027e-06,27.09060347954433,7.66847685928128,487.93230647411815,0
Cd,0.5175382391310995,100,1840.1294851083549,-556.3693094832299,1922.4004084737355,-16.822867524172903,1994.128740249508,4.443420112173796e-06,24.660552853373616,6.952465627034325,596.7196657756308,0
Hg,0.4591490926377021,10000,2222.5451771819985,-685.5483839682397,2325.872664480243,-17.14248027646153,2375.7060585498143,4.01285375495551e-06,33.0560775491315,7.975546664274245,513.8146391180147,3
Pb,1.3080526969290711,1000,735.0005778820962,-193.8491440113263,760.133764623661,-14.774757101382058,808.2287913334915,3.2136001073336604e-06,22.55649802819994,6.87923446001773,440.5538418737679,1
Cd,0.5480312572308612,100,1859.647879564146,-539.3157235985994,1936.2726269015184,-16.172665983605395,2029.8547085879256,2.449171993265945e-06,25.2869417659886,7.299161889235678,458.56257102095685,0
Cd,0.1949263299609675,10000,5131.403814428391,-1551.5192796070808,5360.8317621170245,-16.82309422516365,5663.930158824655,2.460205110167222e-06,31.612572500343937,6.100725997986792,538.712491194094,0
Hg,0.3455510471259323,100,2816.7725206459545,-835.0759900054308,2937.9515554463646,-16.513275384503018,2895.5965066799317,4.517669241057585e-06,20.456334715899263,7.306679848837621,584.9479130398927,3
Hg,0.4199464222701015,1000,2389.4708865988487,-706.093025923247,2491.613629590457,-16.46250661306471,2634.698222313168,1.1569743041621857e-06,30.09425600369553,7.702852788830012,435.7440258411795,3
Pb,1.0706300112613434,10000,1043.8406439346234,-300.3061684801635,1086.180042514631,-16.050183097012077,1094.4499660926022,4.951930577681044e-06,32.24596589542356,7.884915677066592,416.4692991491573,1
Hg,0.3990253329163973,1000,2530.755871828765,-793.111879468531,2652.1221193885244,-17.40043422445408,2624.055400591561,3.657501643406249e-06,33.984017582572505,7.994641223279541,576.3062096084012,3
Cu,2.928953307801623,10000,338.5430067159765,-81.43077119414039,348.1987046121312,-13.524606197618528,342.93284098916826,3.724550796289562e-06,33.14444960737227,6.5643572912984665,583.0555957825669,2
Hg,0.1416949066074601,1000,7111.183868711561,-2144.749139871983,7427.575976562282,-16.783429843655483,8195.856383363214,1.1519913492189686e-06,24.79076175250528,7.1507401296514335,455.2758690631799,3
Cu,2.0466592623894826,100,499.1345394188346,-156.89692049447572,523.2130847957666,-17.44991144698141,541.8047446778428,3.422117099565089e-06,28.795462119844288,6.901435971064295,475.457144874248,2
Pb,0.9307069371268633,100,1084.9287867142205,-272.7210009690621,1118.681016470181,-14.1102192605304,1220.9015409217318,2.939112240361788e-06,21.159402397256983,7.127634961150342,532.0375994995717,1
Pb,1.689281628550759,1000,537.3863464964132,-155.17843633450374,559.3428577393161,-16.106873167684324,615.5860921951426,1.423115627576268e-06,23.86805005322013,6.314905914379693,465.98600416849496,1
Pb,1.3663900488217362,1000,743.5478483211081,-230.79080400527596,778.5420977418955,-17.243889576299466,844.5687372856206,2.111688043077436e-06,21.41333568121261,7.712299145191883,575.4317416540106,1
Pb,1.4518736263254557,1000,740.5373511147397,-266.26709278954,786.9521796771572,-19.77652003117584,810.2220223571906,4.561257824854606e-06,24.727809352309457,7.819137886689175,421.51574054277256,1
Pb,1.696871239423841,10000,547.5167988008272,-136.45975696132103,564.2658152316586,-13.99492472111864,589.9929909670675,3.1999536634638124e-06,33.12780820188094,6.899323326225845,407.59644419203903,1
Cu,1.7919409453249098,100,629.2788958077929,-215.68786215850992,665.2166433513096,-18.91935649795867,676.5956231691279,2.653666300695635e-06,25.20750259511439,6.5608597231471535,441.6972413485579,2
Cu,2.830180136814086,10000,348.74909860437293,-124.69350765130196,370.3706314325529,-19.674257715285343,393.39238680280704,1.2907286233632437e-06,28.428471545021395,6.281666855306025,457.2175556409938,2
Pb,1.29954330086921,100,725.1126247951361,-224.16083342029785,758.9706172685305,-17.178436132943812,796.8689514842796,3.856486109609223e-06,26.500712721724117,7.367529649555609,422.585318257775,1
Hg,0.1210796702759066,10,8308.906407277344,-2464.343686349197,8666.65538078812,-16.519862550927254,9719.978482464852,3.8114032935841305e-06,26.88374786448103,6.624463679241471,413.1380858681293,3
Cd,0.7263092063519222,10000,1362.484361561628,-393.2805087351732,1418.1090205097046,-16.10076103684009,1600.837916496042,3.456174427890254e-06,34.54358077754837,7.819077139826778,551.1215427003597,0
Pb,1.6898920256573815,100,629.7295279398512,-192.07560857876052,658.3709575689446,-16.962380350915996,651.2109092053087,3.041050584882597e-06,24.44231702395787,7.3420249496897405,432.8553131804515,1
Hg,0.192542754680387,100,5179.063741543815,-1547.553281190368,5405.332773946197,-16.636643507354965,5320.176294563531,2.7351376088294912e-06,29.40986704284757,7.291370650348481,582.7844398132609,3
Cd,0.8714613312988777,10000,1144.5065382064329,-355.3596753193519,1198.405488488912,-17.249130143524862,1288.8061345143508,3.373084371951969e-06,26.300940043691707,7.1188042317964815,473.5999322896192,0
Pb,1.8592148821486496,10000,562.5394535611892,-165.96876227704973,586.5119494645418,-16.43789788684984,596.4297271038922,1.933581806913627e-06,20.91719271571529,6.091552678857451,534.121161944269,1
Pb,0.9153567310667134,100,1107.0151063452145,-330.6377970080016,1155.3370930108713,-16.6295731772046,1111.126719586945,4.765036256710592e-06,27.33996247436354,7.863844871371174,445.08042295376,1
Cu,2.9670429454304443,10000,237.25931453253492,-51.802396446133415,242.8486578303671,-12.316481922569556,279.42706465201826,3.3551781167209185e-06,32.20014993567662,7.25587498659892,448.06455369837335,2
Cd,0.2266403752438825,1000,4356.214305760184,-1287.520729279276,4542.500710625539,-16.465547822542657,4553.899979411272,2.2447697774175064e-06,21.481294530225327,7.988123966766221,514.941840573515,0
Cd,0.2818141015622409,10000,3594.9089714681627,-1068.593143796336,3750.3682246028616,-16.554675960727806,4263.044841819582,2.798719403540629e-06,21.043877710944635,7.074712809545774,512.1285850291972,0
Hg,0.1329011776571117,10000,7517.780972294528,-2262.5812428392805,7850.879226420555,-16.749902051772757,8596.48398503075,4.22273915550757e-06,22.304472805899,7.420221783812426,553.7458456024162,3
Cu,2.787979420015741,10000,332.49613991323093,-84.91239608616675,343.167303317628,-14.325917342131708,383.2120082106155,1.6464642429211898e-06,31.46600167083959,6.112419115732444,551.5626611388532,2
Cu,2.308585104649924,100,365.2370499758849,-111.4104843168264,381.8512782364318,-16.96359806882583,379.9532904573296,2.171342489841042e-06,30.859930762171068,7.263472353646822,534.1375529327322,2
Cu,1.3042085664445455,1000,712.7617130661299,-235.46680129410163,750.6489686428937,-18.28140485327306,746.1466770647654,3.718032090946222e-06,28.475266533591657,7.529299223180715,489.82611317869817,2
Cu,1.880646836736698,10,430.6420128125519,-137.2583596819843,451.9871685145885,-17.67862032561714,475.5379717567666,2.261956825928896e-06,27.023396061389484,7.557028589705115,578.1280772561234,2
Cd,0.6537682225628219,10,1524.530039592062,-455.6684722019321,1591.171140442604,-16.64093760505655,1577.0043186268783,4.170006727445864e-06,33.32488722053933,7.540223304460571,524.5156980442598,0
Cd,0.1751176764904449,1000,5680.523919711108,-1685.9528602400374,5925.435768731411,-16.530641709414397,6027.526326935871,1.5218139487094432e-06,31.50046735750224,6.452565254587335,598.0396980924714,0
Pb,1.823624552611008,1000,500.029092162394,-153.67929109186127,523.1122417983017,-17.084323827330703,532.177210364897,4.050744681818434e-06,32.17913376952708,7.950796955210452,563.8739635868717,1
Pb,1.7054053031623029,1000,582.9647038325369,-199.0733853745532,616.0179045117462,-18.85423850425618,601.5764271848379,1.273406859402265e-06,32.19893452025981,7.990364241249877,408.8619622476653,1
Cu,2.010413547153276,100,515.6086297863486,-153.5477552699682,537.9862193946997,-16.583480976579313,536.7674377028605,1.050370450669979e-06,29.64075732118337,6.1511917503232025,464.11878141606354,2
Cu,2.934253230518341,10,445.4621114975022,-131.3695126481196,464.42915674321904,-16.431111949219723,515.7161052107507,4.592894075328649e-06,26.87021936473919,7.872892845623514,514.3751432941904,2
Cu,1.8355219585501996,1000,469.2099896813268,-137.046244326343,488.8145737400907,-16.28195927736834,484.8999827187037,3.3253568677291944e-06,32.97016628878475,6.578898388608739,544.2939075742975,2
Pb,1.976165478554747,100,563.999549535794,-150.80243454164955,583.8123552480429,-14.969590239010264,567.2095407719812,2.407307588347246e-06,33.89011126404876,7.37856816350193,510.0672995523883,1
Hg,0.3505639994616322,10,2901.2012651541613,-849.9819147444505,3023.150349606309,-16.329310344991868,3266.378336311381,1.9303785478554016e-06,20.357090648875147,6.676221841472264,557.2260844924364,3
Hg,0.3356020729642736,10000,2940.76474070752,-894.1136396598891,3073.6845089915164,-16.91143265323165,3514.7920897145304,3.4675431330432647e-06,20.77332309899377,7.935508646746243,456.5311305514689,3
Pb,0.7489323429436775,100,1345.395893868749,-415.9416373216036,1408.2249667211083,-17.179479739811157,1434.5186351060595,3.0360087341469534e-06,34.38114945362656,6.203007716607071,436.782410246565,1
Pb,1.822891637456966,10,525.6972982633658,-178.51316369811923,555.179789811295,-18.756154438039115,538.1726947821278,4.966391102119941e-06,24.157409207662923,6.995493633912752,410.783336757954,1
Pb,1.1412345318809227,100,885.5285068721851,-251.682238656046,920.6001769162334,-15.866049978702875,986.5473541864908,4.932863946614983e-06,33.10054159474128,6.85609558388415,514.6627489143044,1
Pb,0.7433501086737191,10,1420.717671011212,-397.2388991366093,1475.20759342907,-15.62122544875025,1678.2523597910142,3.5400982645664387e-06,25.83192678442104,6.65204690455597,537.7199041350991,1
Pb,0.5189112799636386,10,1957.3920137901168,-593.5192426952135,2045.3969265398896,-16.868321767809814,2264.3352670209824,2.7714820244235623e-06,21.786500864140333,7.291067981760297,465.2299434238723,1
Pb,1.339633525457574,10000,771.9032270802531,-236.3995794185758,807.2913681727239,-17.027493449002044,868.0076286275415,2.9645638765386488e-06,21.20664800314001,6.262111486843335,522.7168369711753,1
Cu,2.054799244245353,100,465.1500818900182,-110.20937342902594,478.0279329431588,-13.329458824051237,494.4597929294197,3.729916264947448e-06,22.347618486206848,7.433324836267394,410.4314461706658,2
Cu,2.438707244738317,1000,335.85048584633546,-90.64398868960048,347.8676206961205,-15.103907550590934,372.2486297393984,1.4062981769415255e-06,23.748397923010472,7.961184247609575,419.8586692593608,2
Cu,2.7805161060356043,10000,349.22205163351964,-96.04190139403478,362.1879183110698,-15.377141602218073,355.594993769769,2.313408295242873e-06,27.327775308962394,7.60911742893726,540.3509544516996,2
Cu,1.158813169286059,10000,923.2822851507476,-300.8030156646988,971.0471833573092,-18.04547751196859,1048.653941715248,1.3010889640144156e-06,30.522468508486757,7.72003350581909,473.61394104345976,2
Pb,1.5972447355105437,10,549.7197389480876,-151.3413602988379,570.1719027856917,-15.39257091290675,629.4396577922305,1.2934430380676782e-06,34.7959786472795,6.719273486358005,534.2668062206011,1
Hg,0.134335374843912,1000,7391.301136169838,-2235.9730676611466,7722.105156293298,-16.83130794562342,8817.86900234062,1.783356967576935e-06,26.62260114933757,6.649773212962438,566.3442240559837,3
Cd,0.8723593478414475,100,1152.6299849823822,-368.4693992134138,1210.0932114664477,-17.727887222350052,1212.658345722339,2.941013018372908e-06,27.772774135146648,7.034096709380266,570.5244874952234,0
Pb,1.728595270792484,1000,529.2716781285952,-165.7169349739128,554.6085212167294,-17.38553273034555,531.2253701044242,4.139097284651158e-06,27.82723552074884,6.091453229524546,434.4335290928902,1
Cd,0.58671437948699,1000,1664.7806650467548,-511.15005398300025,1741.484722987928,-17.068448481169863,1846.444349499589,2.9419835646634903e-06,28.09151533231904,7.890716268913065,497.2571144702693,0
Hg,0.3696092593804901,1000,2684.37999567338,-809.7459925897147,2803.851731758745,-16.785991072888166,3063.8388539003213,2.3419064422434795e-06,27.76610985656693,6.287570346032385,546.7853447264973,3
Cu,1.6287002263674968,1000,545.7056595463753,-192.5313305544109,578.6734658734546,-19.433436824616585,631.9716261337976,1.3294119613470326e-06,20.13162132592877,7.806026078336185,554.7961192533821,2
Hg,0.2620255545197666,1000,3767.71556103812,-1111.1383421820824,3928.143195500381,-16.431334149068427,3913.70619958542,3.201182092732519e-06,20.02587233164761,6.167164444000711,556.9351961457755,3
Pb,1.7324553465657075,10,612.3868501841638,-161.16232916492055,633.2384626823798,-14.7442536522593,644.445653183414,2.085074345932707e-06,21.464994771891845,7.64524985535712,445.63346687611687,1
Cu,1.918530394346428,10,455.8638056421989,-175.70599117547596,488.5533795088772,-21.0784223844437,502.5981356282001,3.45973671166859e-06,21.523349051437684,6.30392505175643,438.5069635447547,2
Pb,1.0366973979881626,10000,884.7080233561493,-245.84325089351373,918.230467040076,-15.529583398532733,943.2050611778498,4.908750956529673e-06,30.573453634321943,6.076263228182945,518.0024936547392,1
Cu,1.9884248945006,10,471.4093727750781,-157.63338442895594,497.066475058135,-18.489289110374816,552.5400088066656,1.4452572859102008e-06,23.07374048774,7.438978900518817,548.217159547644,2
Cd,0.8454243271934965,10000,1219.4357510796965,-348.6912145842532,1268.309549810118,-15.957601631600944,1334.979764860898,1.84850159488776e-06,33.420711571334195,6.560530600348857,463.8279031068387,0
Cd,0.4016872426337855,10000,2479.6529373591493,-745.264811061073,2589.227361272037,-16.728259089283583,2876.1884440585845,2.892378152397499e-06,33.92909494365529,7.428992305568699,420.9410313724843,0
Cd,0.2563854338221694,100,3877.148534212608,-1162.5690489821625,4047.6965733609854,-16.691441347721323,4327.378344870414,4.874455261383719e-06,34.63840006843848,7.11017050094564,543.3492765820155,0
Hg,0.3704063091488513,1000,2701.9559716006675,-814.2887444686246,2821.9908277378927,-16.771236326882708,3119.72707654626,4.087239105079983e-06,34.0862195733053,6.217614780460131,459.9395662760009,3
Pb,1.7389673190621229,10,487.768563550768,-122.08798498056068,502.8157193893138,-14.052366182511562,520.222048505176,4.592916772651321e-06,24.07832482877787,7.864260146602327,433.2725448623444,1
Hg,0.09528686533559,100,10519.361131467684,-3180.6000996908056,10989.684964019045,-16.823047425910392,12268.55547082566,2.334859393903172e-06,27.646652670552687,6.904628349526956,429.54470567942633,3
Cd,0.3158867014803502,10,3184.8637395952146,-943.3023151038642,3321.6225398844954,-16.498390685911076,3359.7588219342438,4.9681538951143785e-06,22.631824552954114,7.468894555597376,462.98190950534325,0
Pb,0.7129579846414908,10000,1382.1417727106486,-392.6159285154036,1436.8239791970857,-15.857909238991386,1533.098967624417,1.4113312642566297e-06,32.0931448275865,7.00204114403125,518.5356131827491,1
Cd,0.4131472704239499,10,2470.7406326746186,-726.8953881915774,2575.4487335848016,-16.39395761008692,2576.491846714636,1.2118916241844032e-06,33.32647557716144,7.208722949922409,471.6804477387633,0
Hg,0.2526579405074357,1000,3901.545527940402,-1123.9696800956524,4060.2174016136223,-16.070801785921557,4272.603202713948,4.422410508216113e-06,32.76933258946272,6.605547184713385,404.1323703186863,3
Hg,0.3869718516334879,10000,2640.5627367115785,-802.7477562679676,2759.886868460915,-16.90960320520798,2808.5950571063945,4.709059480827946e-06,26.500504230452524,6.400720608006901,419.38168693556224,3
Hg,0.3430164131967533,10000,2923.037075128495,-857.7650260866778,3046.293909417347,-16.354322590426673,3078.9538782918025,1.362341430184407e-06,31.380108270301715,7.085140406816135,458.10064943972384,3
Cd,0.658835710730588,100,1501.001449459769,-452.4222475447591,1567.702535991372,-16.77352098353619,1791.290632192962,1.453709706983366e-06,21.46368754364404,6.880437945942004,531.9408964294184,0
Pb,1.0285624199144816,1000,971.237055655516,-266.70299516960137,1007.1901041565252,-15.355013394330118,1002.3310362354404,1.1326966310230951e-06,20.60367155928876,6.780226426867866,419.7030146937068,1
Pb,1.76217132962714,10000,562.118472021691,-168.7893215209347,586.913121038794,-16.71362344921845,650.6325513686409,1.4180302505708965e-06,31.29854621463141,7.345134390189246,512.1313707001364,1
Cd,0.5241584506583481,1000,1968.8341918772487,-598.407773200424,2057.7657636698177,-16.906133066842866,2356.3657164128567,1.837679267201124e-06,26.38032911493025,7.381013264022272,423.9771741648008,0
Pb,1.968657407022732,10,454.1264416280165,-110.11648841097237,467.2862784264995,-13.630001305089278,455.93399962681633,4.880306475640004e-06,34.93323897109354,6.091840112182526,442.3230654698762,1
Cd,0.6707279244661631,1000,1452.7915375577031,-445.6687000476895,1519.6130566040397,-17.05429249583363,1655.8997598859432,3.671440888958722e-06,21.458813237832985,6.677488988487344,434.43770551115256,0
Pb,0.6893971123467542,10000,1502.3579189937468,-478.9618908761352,1576.858842659946,-17.682634143995916,1578.3507297706458,4.114212102074169e-06,32.83441522302851,6.823529100452754,413.4457271141621,1
Cu,2.352355124150868,100,395.32913531334106,-128.93567825747888,415.8239222980204,-18.063616413435188,398.5303386298265,4.104557614766089e-06,27.199745982934875,6.193784322328336,534.2659634773181,2
Cu,1.650208030863398,10000,651.0108578561787,-182.92259842508292,676.2217196018048,-15.694428818316664,703.467955939753,3.1402949991168588e-06,32.40725293255815,6.4718017333965765,492.6807094772069,2
Hg,0.3588472385087438,1000,2871.6729150784417,-833.6610994917907,2990.2334624575683,-16.188278985733753,3408.8008461117765,4.1899559108520695e-06,32.256909232552175,6.1032835944455135,566.2106881794676,3
Cu,1.1392822963248117,1000,857.6558286780627,-255.0741610974885,894.7828497043525,-16.562926923040962,859.6739090298233,3.383230129559879e-06,33.73988002043116,7.992484197234042,419.77816799646337,2
Cu,1.3497628743519188,10000,774.9389900221498,-206.1177556619644,801.8821406264607,-14.894644098326095,866.0540988926573,2.2581843904134306e-06,24.46775016929154,7.473114405939689,428.9465866676144,2
Cu,2.7114745178115727,1000,311.11840931789897,-120.49902122492156,333.6385450343887,-21.17184390451835,342.3171442895336,3.244440435073603e-06,34.24699030193005,6.174900313005507,461.2915462700901,2
Cd,0.3044616013211634,10,3322.2231014873696,-1005.5321997425688,3471.0605498572745,-16.83940922692942,3902.538510956717,3.134034344538054e-06,22.275004405364303,6.040498759580184,553.1731973877617,0
Cu,2.6740822504858803,10000,383.9312746927935,-120.95088475092008,402.5324088930774,-17.4861288595964,390.3814517592503,4.293812215037283e-06,21.22953166390236,7.43857560030456,461.15176463113977,2
Cu,1.5585521769088209,100,665.2730383897565,-201.87310006637733,695.2272751688818,-16.880104902942588,755.9532169186364,4.926908869526637e-06,26.47423276058524,6.878384331365334,481.6837414997385,2
Hg,0.3392968595264184,10000,2914.9930021412765,-872.816012877379,3042.8591809132045,-16.6689105917271,3311.4960044655604,2.644170261683722e-06,32.42484452962764,7.573593418129151,460.3207132594329,3
Cu,2.388301147019662,10,335.65349565135034,-86.87782954756125,346.7146181081296,-14.511508591865308,380.5693049574083,4.053562713765439e-06,27.101316959501684,7.846952075636768,416.044858360206,2
Cu,2.025309506290106,10,518.9142974324857,-164.5704259931555,544.3854086870981,-17.596098944062277,616.7124659096078,1.3990520161525342e-06,32.43930016295771,7.198600778032745,587.8867245792375,2
Pb,0.9579660150450968,10,940.7082099744064,-279.4318892532594,981.3328268456618,-16.54374508858834,1095.5652491872704,4.1073254777931545e-06,30.94530208691458,6.374216845834506,509.7077984142378,1
Hg,0.1456899693669932,10,6848.022998152681,-2055.3093572522853,7149.805279672785,-16.706171184368102,6905.509037074819,2.485667647972929e-06,23.141425792084004,7.564388072092905,557.5666376370993,3
Hg,0.0649352095530918,10,15447.024795786132,-4652.625236813662,16132.498152359012,-16.76223794461172,16902.390490926577,1.1575606515587466e-06,34.23322437349196,7.9116234863487485,531.6714184370592,3
Hg,0.1867758805583257,100,5363.605249431046,-1611.3549086109424,5600.421940642405,-16.721520985048887,5790.497869684766,2.452984714248709e-06,20.91171752944105,7.160462574119912,502.850855812395,3
Hg,0.3439232557390773,1000,3005.0425495758086,-904.3859554706848,3138.183340917751,-16.749489547816317,3191.44366877792,3.4425710036865797e-06,33.47419561315692,7.363994894561467,417.935651331876,3
Hg,0.4722371683018172,10,2168.8354939401606,-653.9522594821091,2265.2816508011574,-16.77923010154324,2364.6105157867446,1.4770006707258665e-06,24.56665173485561,6.674949390073346,528.5467090540609,3
Hg,0.4420420170183734,10,2229.53346951634,-668.2248517232729,2327.518838624976,-16.68426742668828,2400.8482283335434,4.696137969721019e-06,27.50222124746599,6.7630553893206224,431.0740711873664,3
Cd,0.7894582988817723,10000,1268.0570210455548,-378.9036355013988,1323.4562983412425,-16.636485537441647,1377.7018284809844,1.3106896530913545e-06,26.335278090511014,7.469308995706128,482.8766338712553,0
Cu,2.5768946865065976,100,385.6954417346591,-124.35453610254432,405.24686849397466,-17.87017262167201,461.23480930062544,4.720026879332665e-06,22.577518353753742,7.855542196813638,525.8226286960861,2
Hg,0.3492432065641979,100,2784.2253118018502,-809.8132988611297,2899.604829263887,-16.217477560466325,2833.5801461534656,3.828550071742746e-06,25.3722029960254,7.257976774448704,556.4458000944246,3
Cu,1.520573715132006,1000,610.6265661787777,-206.5775824376936,644.6232239759031,-18.690898398500057,723.2543000335158,2.318848701656815e-06,22.894016544391928,7.579695816970695,537.0090351417239,2
Cu,2.81439006141166,100,327.27872957538034,-112.60302104201205,346.10808597931185,-18.98621292829773,358.712981871431,2.563001390836373e-06,23.058297131907857,6.343270034830746,534.3067058109258,2
Cd,0.7036590807152506,10000,1319.3317233932223,-340.20024453349566,1362.4875789277423,-14.45920005689779,1483.9163097348362,3.963237458930977e-06,22.805852540395705,6.423918180515948,429.8084418350415,0
Hg,0.3021982839411979,10000,3311.4603073819035,-1014.1979193143555,3463.2884354190624,-17.028207071407923,3861.2838957457134,3.4058844035248302e-06,27.335260705198912,7.06406937366678,469.2257080143176,3
Pb,0.6664842038202217,1000,1487.9570615654409,-473.4622119638274,1561.4681179006318,-17.65087000512277,1595.2277634966213,3.6865716858197806e-06,31.96897051266973,6.353108384485681,408.5824545320388,1
Cd,0.5023499894257829,10000,1906.9993201618563,-557.4102611485325,1986.794555642696,-16.293485293612964,2071.1621773831607,2.55665846605392e-06,28.53455050641861,7.269990140441847,543.8953786352929,0
Pb,1.1905374068028896,10,860.1674512447554,-299.5926324489041,910.847841079158,-19.20300789920853,930.6183447285488,2.951253927230396e-06,33.39809882826263,6.583306370789398,590.5171962634838,1
Cu,2.72912721904534,10,402.2111472067669,-125.36882236147883,421.2969837984691,-17.312205573234664,432.3553461003814,4.959469936151574e-06,29.548167328650862,7.583065237333784,452.8220780358152,2
Cu,2.093296440375577,10000,489.0671495809917,-103.80364637276774,499.96187234584073,-11.98309756218052,579.5963470192869,1.855691481998871e-06,30.340101734489068,7.616220693228687,417.5393418324618,2
Cd,0.4423604940733687,1000,2244.3962908007484,-704.2176056832925,2352.283389881939,-17.420138659338846,2616.485725426241,2.671424746088526e-06,30.014108445905045,6.927574911510706,495.1140153507307,0
Cd,0.9791202956595934,100,1050.8970708561162,-354.9084109716091,1109.2090126357418,-18.66082728820392,1073.8066248701855,2.167292750295869e-06,26.74188789775612,6.36162127007527,571.3396446255138,0
Pb,0.6660808899894735,1000,1535.330174644292,-490.5826764324416,1611.8033712549711,-17.72019413184313,1568.5311837726497,4.0604460417594e-06,30.34008233300124,7.293549922163865,510.394839054356,1
Hg,0.2401467927403751,100,4179.489917870174,-1235.8797839941126,4358.386721490392,-16.473006551852677,4537.14518256859,4.056050502662883e-06,21.045616197034416,7.985574036527173,409.3554300380226,3
Pb,0.5630370127571079,10000,1734.8515585297705,-497.95993315921487,1804.902774435538,-16.015234626763824,1769.0827392868448,2.169781843989584e-06,32.897772078734945,7.245181795885046,594.8544481055892,1
Cd,0.7659137086902373,10000,1319.4601486310266,-406.0898205288781,1380.5375859289695,-17.106778298712207,1482.8338821316013,1.3255612665319316e-06,31.66718215165876,6.071549381428016,565.7299819925202,0
Pb,1.877114828298726,10,592.5064924442859,-164.0876996532644,614.8078697984683,-15.479444565474443,609.5341344867521,1.045730706688816e-06,23.678449373475186,6.034587951534165,426.318815410302,1
Cd,0.3520335965954405,100,2810.806513647379,-815.4368475439738,2926.699593312403,-16.177855318740047,3104.464548230004,2.709802132969942e-06,31.520486813811235,6.640723940984612,584.3595513007018,0
Pb,1.7875125151986813,1000,664.3336094960728,-163.55315456022532,684.1701389805619,-13.830674271662296,665.2929001867428,2.641350377343084e-06,20.18963902100028,6.3915676137208095,490.1376577210377,1
